meter_id,feeder_id,consumer_type,sanctioned_load_kw,base_daily_kwh,tariff_rate,billing_address,installation_year,lat,lon
BLR-KMG-13-0402,KMG-13,industrial,25,879.5499271339083,6.8,169 BTM Bengaluru,2021,12.937264891719567,77.62146456759075
BLR-KMG-13-0403,KMG-13,residential,2,14.622867552602552,5.5,147 BTM Bengaluru,2021,12.931204115061192,77.640150302871
BLR-KMG-13-0404,KMG-13,commercial,10,121.573003632157,7.2,23 Indiranagar Bengaluru,2021,12.933901594085844,77.61218720436229
BLR-KMG-13-0405,KMG-13,residential,1,8.641905786940713,5.5,103 HSR Layout Bengaluru,2023,12.916846331406937,77.6067603037045
BLR-KMG-13-0406,KMG-13,industrial,50,609.4120718170184,6.8,24 Koramangala Bengaluru,2022,12.943069968966727,77.63495624887082
BLR-KMG-13-0407,KMG-13,residential,3,11.219231681990347,5.5,177 BTM Bengaluru,2021,12.931009127417507,77.60550284361595
BLR-KMG-13-0408,KMG-13,residential,3,4.000162886575126,5.5,188 BTM Bengaluru,2018,12.952923126518893,77.61304501324999
BLR-KMG-13-0409,KMG-13,residential,2,7.225833269642899,5.5,179 HSR Layout Bengaluru,2021,12.92640338153371,77.63326898946256
BLR-KMG-13-0410,KMG-13,residential,2,14.62696514961726,5.5,58 Indiranagar Bengaluru,2023,12.927011805360921,77.63250485332394
BLR-KMG-13-0411,KMG-13,commercial,5,74.51292097893182,7.2,123 HSR Layout Bengaluru,2023,12.929727808041116,77.62762551335977
BLR-KMG-13-0412,KMG-13,residential,1,11.62295742745411,5.5,32 Koramangala Bengaluru,2019,12.94522526869702,77.62735091122056
BLR-KMG-13-0413,KMG-13,industrial,25,465.32613755546697,6.8,68 HSR Layout Bengaluru,2018,12.919197654890716,77.62640366789773
BLR-KMG-13-0414,KMG-13,commercial,15,50.65070751543112,7.2,81 MG Road Bengaluru,2019,12.941888375276385,77.6325730654294
BLR-KMG-13-0415,KMG-13,residential,5,13.724335981545995,5.5,167 BTM Bengaluru,2023,12.927784163377902,77.60523431617231
BLR-KMG-13-0416,KMG-13,residential,1,6.987506871659654,5.5,84 HSR Layout Bengaluru,2022,12.948261488949916,77.6320467944636
BLR-KMG-13-0417,KMG-13,commercial,10,143.6508800530223,7.2,65 MG Road Bengaluru,2020,12.933300016809413,77.6242669059593
BLR-KMG-13-0418,KMG-13,residential,5,4.224866109734086,5.5,43 HSR Layout Bengaluru,2020,12.914456719338162,77.63214799118516
BLR-KMG-13-0419,KMG-13,industrial,50,434.97340499595276,6.8,59 BTM Bengaluru,2020,12.942247727318534,77.62537162207575
BLR-KMG-13-0420,KMG-13,residential,2,8.323681936102773,5.5,80 BTM Bengaluru,2023,12.93610828302874,77.61986214727959
BLR-KMG-13-0421,KMG-13,residential,3,6.201824914516015,5.5,196 HSR Layout Bengaluru,2019,12.948856561367634,77.63090811976835
BLR-KMG-13-0422,KMG-13,commercial,5,104.98489195283987,7.2,195 Indiranagar Bengaluru,2020,12.939119735304164,77.61390040292561
BLR-KMG-13-0423,KMG-13,residential,1,4.277139216861562,5.5,53 Koramangala Bengaluru,2022,12.928118340138093,77.62885169796198
BLR-KMG-13-0424,KMG-13,residential,3,9.663383398034176,5.5,118 Koramangala Bengaluru,2018,12.925430332983707,77.62131067518396
BLR-KMG-13-0425,KMG-13,residential,2,4.7921991860540185,5.5,47 HSR Layout Bengaluru,2018,12.939669375891942,77.63085916594669
BLR-KMG-13-0426,KMG-13,residential,1,9.856674097431922,5.5,54 BTM Bengaluru,2021,12.925114111043587,77.61505276433863
BLR-KMG-13-0427,KMG-13,residential,5,4.945035653573507,5.5,157 Indiranagar Bengaluru,2018,12.918124854496323,77.62591138777533
BLR-KMG-13-0428,KMG-13,industrial,50,389.815302972156,6.8,169 MG Road Bengaluru,2020,12.934788170515779,77.6069616887165
BLR-KMG-13-0429,KMG-13,residential,2,14.362259162660484,5.5,2 HSR Layout Bengaluru,2019,12.941591153969924,77.60975767654288
BLR-KMG-13-0430,KMG-13,residential,1,16.957310909926335,5.5,20 Koramangala Bengaluru,2018,12.917682679443299,77.62796178348601
BLR-KMG-13-0431,KMG-13,residential,2,7.743628390005578,5.5,34 Koramangala Bengaluru,2023,12.924035721827643,77.6310410515221
BLR-KMG-13-0432,KMG-13,residential,2,8.380703518991075,5.5,100 Koramangala Bengaluru,2021,12.91408074070993,77.61096326701245
BLR-KMG-13-0433,KMG-13,residential,2,12.571614110665825,5.5,59 Koramangala Bengaluru,2022,12.922105305365413,77.62750343484437
BLR-KMG-13-0434,KMG-13,residential,2,9.714123672133773,5.5,113 BTM Bengaluru,2021,12.951450685576528,77.62567960299559
BLR-KMG-13-0435,KMG-13,industrial,25,925.7259103641032,6.8,46 Indiranagar Bengaluru,2023,12.953080278177557,77.60807572403492
BLR-KMG-13-0436,KMG-13,residential,2,5.2967567627191405,5.5,85 MG Road Bengaluru,2021,12.948452785032602,77.63669009245467
BLR-KMG-13-0437,KMG-13,residential,2,17.947672011348274,5.5,92 MG Road Bengaluru,2020,12.939507529875836,77.61368088319924
BLR-KMG-13-0438,KMG-13,residential,1,6.789784710535211,5.5,151 HSR Layout Bengaluru,2018,12.922576259319726,77.61483225312148
BLR-KMG-13-0439,KMG-13,residential,1,10.425167232355484,5.5,195 Indiranagar Bengaluru,2018,12.940914866743922,77.60724596714144
BLR-KMG-13-0440,KMG-13,industrial,100,1005.0903184956627,6.8,19 HSR Layout Bengaluru,2020,12.925332190496997,77.63547078013428
BLR-KMG-13-0441,KMG-13,residential,2,7.54700038083526,5.5,91 Koramangala Bengaluru,2023,12.928844517537204,77.64083066433852
BLR-KMG-13-0442,KMG-13,residential,2,7.763949201350709,5.5,28 MG Road Bengaluru,2023,12.94839295341565,77.60540031659227
BLR-KMG-13-0443,KMG-13,commercial,10,134.846750421867,7.2,123 HSR Layout Bengaluru,2023,12.931104053348133,77.62170182059259
BLR-KMG-13-0444,KMG-13,residential,5,4.896088852520693,5.5,98 Koramangala Bengaluru,2019,12.914876533151,77.61604184311336
BLR-KMG-13-0445,KMG-13,residential,1,10.875340211364312,5.5,68 HSR Layout Bengaluru,2018,12.94457762912302,77.62038684213503
BLR-KMG-13-0446,KMG-13,residential,1,6.232891675579016,5.5,157 BTM Bengaluru,2018,12.92142586819605,77.63056877539955
BLR-KMG-13-0447,KMG-13,commercial,15,112.21611718493808,7.2,35 HSR Layout Bengaluru,2022,12.914318576189817,77.64098244221506
BLR-KMG-13-0448,KMG-13,residential,2,7.568351484808352,5.5,61 Indiranagar Bengaluru,2021,12.948905432101872,77.63712467316024
BLR-KMG-13-0449,KMG-13,residential,3,15.00900826286074,5.5,110 Indiranagar Bengaluru,2018,12.934225366136877,77.64164483250134
BLR-KMG-13-0450,KMG-13,commercial,5,77.12768919256995,7.2,109 Koramangala Bengaluru,2023,12.934863975840454,77.63577942534593
BLR-KMG-13-0451,KMG-13,commercial,10,85.42121775301324,7.2,158 MG Road Bengaluru,2023,12.925837715554346,77.6223675693493
BLR-KMG-13-0452,KMG-13,residential,3,9.387250641095445,5.5,112 BTM Bengaluru,2018,12.943625045955773,77.63851889595948
BLR-KMG-13-0453,KMG-13,residential,3,8.155013548277909,5.5,33 MG Road Bengaluru,2023,12.920629927078608,77.63963422139932
BLR-KMG-13-0454,KMG-13,residential,2,5.474836782738665,5.5,164 Indiranagar Bengaluru,2018,12.922475773217604,77.6164400997893
BLR-KMG-13-0455,KMG-13,residential,1,7.746411184063906,5.5,118 HSR Layout Bengaluru,2020,12.936275137726883,77.62063100414093
BLR-KMG-13-0456,KMG-13,residential,2,13.750017298505501,5.5,175 Indiranagar Bengaluru,2018,12.922146685510906,77.6171020866072
BLR-KMG-13-0457,KMG-13,residential,2,4.309980656616812,5.5,48 MG Road Bengaluru,2022,12.918688156227208,77.61748826302262
BLR-KMG-13-0458,KMG-13,residential,2,6.8875295937061365,5.5,69 Indiranagar Bengaluru,2018,12.941155909003113,77.63491946885222
BLR-KMG-13-0459,KMG-13,industrial,100,811.3366022166468,6.8,171 MG Road Bengaluru,2020,12.932970200839078,77.62642713179756
BLR-KMG-13-0460,KMG-13,residential,2,7.545813369318012,5.5,25 HSR Layout Bengaluru,2018,12.935426263973902,77.63744470812829
BLR-KMG-13-0461,KMG-13,commercial,15,88.21135919754482,7.2,179 MG Road Bengaluru,2023,12.934422471816372,77.63682395030706
BLR-KMG-13-0462,KMG-13,residential,2,4.187147565631539,5.5,174 MG Road Bengaluru,2019,12.950070961141849,77.6121389096999
BLR-KMG-13-0463,KMG-13,residential,3,9.451669145704255,5.5,185 HSR Layout Bengaluru,2021,12.935823407306765,77.64326829370084
BLR-KMG-13-0464,KMG-13,residential,2,17.8490485554085,5.5,20 BTM Bengaluru,2020,12.915713502204763,77.62185547561052
BLR-KMG-13-0465,KMG-13,residential,3,12.517725102320249,5.5,183 HSR Layout Bengaluru,2020,12.928779277361254,77.60581277115843
BLR-KMG-13-0466,KMG-13,residential,5,9.309171520526284,5.5,130 MG Road Bengaluru,2018,12.914212539026733,77.63617978569727
BLR-KMG-13-0467,KMG-13,commercial,10,37.97559909315265,7.2,136 MG Road Bengaluru,2019,12.935921294266569,77.62484292762034
BLR-KMG-13-0468,KMG-13,residential,2,14.61902633282947,5.5,99 BTM Bengaluru,2020,12.938818951402078,77.63369012748795
BLR-KMG-13-0469,KMG-13,residential,1,16.4657332410706,5.5,157 Indiranagar Bengaluru,2018,12.924329240786646,77.6282164703003
BLR-KMG-13-0470,KMG-13,residential,3,15.936189369136798,5.5,62 Indiranagar Bengaluru,2021,12.932956848804643,77.63265588447832
BLR-KMG-13-0471,KMG-13,residential,1,8.393575315141817,5.5,40 BTM Bengaluru,2020,12.948460548289075,77.63874558559293
BLR-KMG-13-0472,KMG-13,commercial,15,96.95129341808408,7.2,2 Indiranagar Bengaluru,2021,12.93175436753685,77.62203105135545
BLR-KMG-13-0473,KMG-13,industrial,50,749.3426449027577,6.8,195 Koramangala Bengaluru,2023,12.923001675046834,77.62514897676394
BLR-KMG-13-0474,KMG-13,commercial,10,63.41490556482876,7.2,155 HSR Layout Bengaluru,2023,12.916525611717095,77.63507161933629
BLR-KMG-13-0475,KMG-13,commercial,10,147.99667881821608,7.2,84 Indiranagar Bengaluru,2022,12.943913542976482,77.61002432412873
BLR-KMG-13-0476,KMG-13,residential,2,7.696060899432522,5.5,125 BTM Bengaluru,2020,12.94697307567517,77.6292015951392
BLR-KMG-13-0477,KMG-13,commercial,15,81.47819182090686,7.2,110 Koramangala Bengaluru,2022,12.931456783949184,77.63067087639135
BLR-KMG-13-0478,KMG-13,residential,3,15.377990678502869,5.5,125 Koramangala Bengaluru,2021,12.950123749115061,77.64134284333831
BLR-KMG-13-0479,KMG-13,commercial,15,30.686229763294715,7.2,91 Koramangala Bengaluru,2022,12.926724177876139,77.6424463766284
BLR-KMG-13-0480,KMG-13,commercial,15,78.72141620473327,7.2,158 HSR Layout Bengaluru,2022,12.92328072721235,77.60457525784288
BLR-KMG-13-0481,KMG-13,commercial,15,121.4763149401152,7.2,160 Koramangala Bengaluru,2019,12.936535814028504,77.62898456192458
BLR-KMG-13-0482,KMG-13,commercial,10,99.71404558658152,7.2,61 BTM Bengaluru,2020,12.931691752218045,77.63229588000131
BLR-KMG-13-0483,KMG-13,residential,1,12.355926276428631,5.5,152 Koramangala Bengaluru,2023,12.928859437746377,77.62874108234872
BLR-KMG-13-0484,KMG-13,residential,2,10.202831072625894,5.5,50 HSR Layout Bengaluru,2023,12.946176562387098,77.63260400645134
BLR-KMG-13-0485,KMG-13,residential,1,10.366700795737255,5.5,146 Koramangala Bengaluru,2023,12.928924904736895,77.64166767946632
BLR-KMG-13-0486,KMG-13,residential,2,13.672375671711519,5.5,89 MG Road Bengaluru,2023,12.925011528538073,77.61024826274746
BLR-KMG-13-0487,KMG-13,residential,2,6.510984144049374,5.5,150 Indiranagar Bengaluru,2018,12.947494683190806,77.61078913714307
BLR-KMG-13-0488,KMG-13,residential,3,12.535763952136623,5.5,43 HSR Layout Bengaluru,2023,12.941428021717345,77.6404085213947
BLR-KMG-13-0489,KMG-13,residential,5,16.342618958291965,5.5,66 BTM Bengaluru,2018,12.925080500973039,77.64085230048852
BLR-KMG-13-0490,KMG-13,residential,2,8.96894525227814,5.5,150 HSR Layout Bengaluru,2022,12.930933405766128,77.60738261512388
BLR-KMG-13-0491,KMG-13,residential,3,16.36080743126211,5.5,62 Koramangala Bengaluru,2022,12.953047478999522,77.6313381510963
BLR-KMG-13-0492,KMG-13,residential,3,16.38416610089663,5.5,73 Koramangala Bengaluru,2020,12.915201040213175,77.63989463463163
BLR-KMG-13-0493,KMG-13,residential,5,10.510133245369985,5.5,95 BTM Bengaluru,2023,12.919117476980471,77.617900283297
BLR-KMG-13-0494,KMG-13,residential,2,13.370320528266308,5.5,42 BTM Bengaluru,2020,12.936075085456846,77.63557637687654
BLR-KMG-13-0495,KMG-13,residential,1,10.649313513692476,5.5,50 Indiranagar Bengaluru,2021,12.931538268610023,77.62519525044354
BLR-KMG-13-0496,KMG-13,industrial,25,314.43151861235856,6.8,56 Koramangala Bengaluru,2023,12.939223237663324,77.61278827161566
BLR-KMG-13-0497,KMG-13,residential,3,9.118339814055535,5.5,164 BTM Bengaluru,2022,12.916502593688778,77.61242027758661
BLR-KMG-13-0498,KMG-13,commercial,5,71.11741758270259,7.2,127 Indiranagar Bengaluru,2020,12.936536334579353,77.63615219561933
BLR-KMG-13-0499,KMG-13,residential,2,11.077122645458095,5.5,152 Koramangala Bengaluru,2021,12.92494561671443,77.62351337274175
BLR-KMG-13-0500,KMG-13,residential,2,8.290488552599484,5.5,57 Indiranagar Bengaluru,2022,12.930744290996733,77.62233725696525
